iShares Core S&P 500 ETF
Fund Holdings as of,"May 08, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"995,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ECL","ECOLAB INC","Materials","Equity","749,035,196.00","0.13","749,035,196.00","2,955,940.00","253.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","748,232,257.50","0.13","748,232,257.50","4,750,681.00","157.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","743,301,885.54","0.13","743,301,885.54","6,614,183.00","112.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","742,297,297.28","0.13","742,297,297.28","2,097,359.00","353.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","730,365,453.72","0.13","730,365,453.72","2,521,806.00","289.62","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","729,314,963.64","0.13","729,314,963.64","7,461,786.00","97.74","United States","NASDAQ","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","728,054,740.56","0.13","728,054,740.56","3,979,311.00","182.96","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","723,778,153.74","0.13","723,778,153.74","6,597,194.00","109.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","723,297,105.90","0.13","723,297,105.90","196,830.00","3,674.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","723,192,019.62","0.13","723,192,019.62","1,257,769.00","574.98","United States","NASDAQ","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","720,204,354.54","0.13","720,204,354.54","2,659,347.00","270.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","719,741,479.50","0.13","719,741,479.50","8,418,029.00","85.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","706,481,630.12","0.13","706,481,630.12","7,743,113.00","91.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","705,462,869.16","0.13","705,462,869.16","13,353,452.00","52.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","703,638,792.36","0.12","703,638,792.36","2,609,549.00","269.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","698,309,043.26","0.12","698,309,043.26","5,242,954.00","133.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","695,963,274.40","0.12","695,963,274.40","2,684,008.00","259.30","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","686,276,575.74","0.12","686,276,575.74","2,822,093.00","243.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","678,993,384.12","0.12","678,993,384.12","678,993,384.00","1.00","United States","-","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","676,214,160.84","0.12","676,214,160.84","2,904,201.00","232.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","675,846,139.13","0.12","675,846,139.13","1,234,039.00","547.67","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","667,792,144.50","0.12","667,792,144.50","9,472,229.00","70.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","657,893,498.65","0.12","657,893,498.65","6,254,335.00","105.19","United States","NASDAQ","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","655,056,173.28","0.12","655,056,173.28","22,619,343.00","28.96","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","647,563,595.38","0.11","647,563,595.38","2,510,131.00","257.98","United States","NASDAQ","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","641,738,905.50","0.11","641,738,905.50","5,077,450.00","126.39","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","635,377,830.94","0.11","635,377,830.94","10,284,523.00","61.78","United States","NASDAQ","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","631,763,667.08","0.11","631,763,667.08","16,856,021.00","37.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","629,812,458.66","0.11","629,812,458.66","3,108,343.00","202.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","618,724,553.50","0.11","618,724,553.50","3,711,605.00","166.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","617,144,740.70","0.11","617,144,740.70","5,805,689.00","106.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","613,113,342.40","0.11","613,113,342.40","22,674,310.00","27.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","610,617,421.88","0.11","610,617,421.88","15,435,223.00","39.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","603,220,221.12","0.11","603,220,221.12","286,462.00","2,105.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","598,562,202.00","0.11","598,562,202.00","7,277,352.00","82.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","595,104,600.09","0.11","595,104,600.09","2,655,887.00","224.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","593,622,067.77","0.11","593,622,067.77","2,380,869.00","249.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","586,401,578.35","0.10","586,401,578.35","3,597,335.00","163.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","583,580,219.76","0.10","583,580,219.76","849,672.00","686.83","United States","NASDAQ","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","577,449,506.25","0.10","577,449,506.25","10,265,769.00","56.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","574,439,300.01","0.10","574,439,300.01","2,024,313.00","283.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","569,727,886.05","0.10","569,727,886.05","2,599,005.00","219.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","569,423,262.66","0.10","569,423,262.66","6,959,463.00","81.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","568,815,269.42","0.10","568,815,269.42","3,758,774.00","151.33","United States","NASDAQ","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","565,652,576.90","0.10","565,652,576.90","3,367,982.00","167.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","565,354,946.91","0.10","565,354,946.91","2,944,097.00","192.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","564,874,470.00","0.10","564,874,470.00","1,731,416.00","326.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","563,919,744.96","0.10","563,919,744.96","16,431,228.00","34.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","563,182,080.72","0.10","563,182,080.72","6,150,962.00","91.56","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","562,923,061.82","0.10","562,923,061.82","7,429,366.00","75.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","562,318,264.20","0.10","562,318,264.20","3,990,620.00","140.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","562,145,461.29","0.10","562,145,461.29","2,981,097.00","188.57","United States","NASDAQ","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","560,725,009.93","0.10","560,725,009.93","7,808,453.00","71.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","555,853,873.10","0.10","555,853,873.10","1,848,533.00","300.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","555,872,053.35","0.10","555,872,053.35","3,706,555.00","149.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","554,817,813.84","0.10","554,817,813.84","3,869,832.00","143.37","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","552,612,664.10","0.10","552,612,664.10","11,670,806.00","47.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","551,757,771.00","0.10","551,757,771.00","1,128,339.00","489.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","543,937,086.30","0.10","543,937,086.30","15,932,545.00","34.14","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","543,687,090.48","0.10","543,687,090.48","519,832.00","1,045.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","541,910,160.00","0.10","541,910,160.00","9,852,912.00","55.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","541,069,532.58","0.10","541,069,532.58","22,488,343.00","24.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","537,637,239.54","0.10","537,637,239.54","8,041,239.00","66.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","533,298,831.12","0.09","533,298,831.12","6,725,928.00","79.29","United States","NASDAQ","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","532,345,765.44","0.09","532,345,765.44","3,499,512.00","152.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","531,757,232.60","0.09","531,757,232.60","11,790,626.00","45.10","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","528,924,986.01","0.09","528,924,986.01","4,844,079.00","109.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","526,880,015.94","0.09","526,880,015.94","6,790,566.00","77.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","526,484,052.64","0.09","526,484,052.64","5,097,638.00","103.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","520,960,753.44","0.09","520,960,753.44","5,374,608.00","96.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","519,528,556.36","0.09","519,528,556.36","3,890,434.00","133.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","516,291,235.56","0.09","516,291,235.56","6,918,012.00","74.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","513,187,840.00","0.09","513,187,840.00","765,952.00","670.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","509,911,965.25","0.09","509,911,965.25","1,656,365.00","307.85","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","508,202,046.22","0.09","508,202,046.22","910,789.00","557.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","494,113,089.08","0.09","494,113,089.08","1,612,588.00","306.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","493,937,517.92","0.09","493,937,517.92","8,213,128.00","60.14","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","484,384,117.84","0.09","484,384,117.84","3,273,308.00","147.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","484,120,856.00","0.09","484,120,856.00","6,213,050.00","77.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","482,385,946.92","0.09","482,385,946.92","2,208,828.00","218.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","472,630,175.34","0.08","472,630,175.34","6,735,502.00","70.17","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","470,628,239.90","0.08","470,628,239.90","960,505.00","489.98","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","469,364,126.92","0.08","469,364,126.92","45,657,989.00","10.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","465,498,748.47","0.08","465,498,748.47","2,713,171.00","171.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","464,472,059.28","0.08","464,472,059.28","5,843,886.00","79.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","459,539,745.77","0.08","459,539,745.77","5,801,537.00","79.21","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","457,861,678.52","0.08","457,861,678.52","1,132,172.00","404.41","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","452,628,702.24","0.08","452,628,702.24","4,650,932.00","97.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","452,023,782.63","0.08","452,023,782.63","3,713,331.00","121.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","442,031,452.78","0.08","442,031,452.78","25,729,421.00","17.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","437,875,096.50","0.08","437,875,096.50","4,063,806.00","107.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","435,216,778.02","0.08","435,216,778.02","3,467,034.00","125.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","434,050,317.90","0.08","434,050,317.90","1,925,262.00","225.45","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","433,010,006.88","0.08","433,010,006.88","2,781,768.00","155.66","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","432,495,921.40","0.08","432,495,921.40","3,373,340.00","128.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","430,209,131.17","0.08","430,209,131.17","4,152,197.00","103.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","424,296,338.24","0.08","424,296,338.24","3,241,873.00","130.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","420,988,106.25","0.07","420,988,106.25","11,613,465.00","36.25","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","419,029,722.15","0.07","419,029,722.15","5,029,765.00","83.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","418,751,695.80","0.07","418,751,695.80","1,722,620.00","243.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","417,292,784.94","0.07","417,292,784.94","2,833,522.00","147.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","415,779,358.96","0.07","415,779,358.96","1,548,988.00","268.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","415,788,924.96","0.07","415,788,924.96","4,397,091.00","94.56","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","411,968,992.32","0.07","411,968,992.32","3,326,623.00","123.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","410,865,072.40","0.07","410,865,072.40","5,738,339.00","71.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","409,361,165.40","0.07","409,361,165.40","2,557,708.00","160.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","407,354,714.00","0.07","407,354,714.00","9,042,280.00","45.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","402,288,325.12","0.07","402,288,325.12","3,726,272.00","107.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","396,430,282.08","0.07","396,430,282.08","5,618,343.00","70.56","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","394,393,814.04","0.07","394,393,814.04","1,454,469.00","271.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","394,156,362.39","0.07","394,156,362.39","901,073.00","437.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","391,092,141.02","0.07","391,092,141.02","4,582,753.00","85.34","United States","NASDAQ","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","390,481,899.84","0.07","390,481,899.84","12,364,848.00","31.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","388,237,323.72","0.07","388,237,323.72","716,887.00","541.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","386,255,302.56","0.07","386,255,302.56","1,326,244.00","291.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","384,252,043.50","0.07","384,252,043.50","2,003,922.00","191.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","383,462,682.00","0.07","383,462,682.00","4,853,958.00","79.00","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","378,149,028.00","0.07","378,149,028.00","5,363,816.00","70.50","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","374,932,238.75","0.07","374,932,238.75","4,943,075.00","75.85","United States","NASDAQ","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","374,402,236.53","0.07","374,402,236.53","4,725,511.00","79.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","373,734,051.00","0.07","373,734,051.00","6,998,765.00","53.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","371,167,528.99","0.07","371,167,528.99","1,314,193.00","282.43","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","366,578,650.37","0.06","366,578,650.37","2,486,459.00","147.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","365,317,185.24","0.06","365,317,185.24","7,526,106.00","48.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","363,745,962.30","0.06","363,745,962.30","3,346,329.00","108.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","363,083,407.60","0.06","363,083,407.60","5,816,780.00","62.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","361,930,169.67","0.06","361,930,169.67","1,170,651.00","309.17","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","358,977,692.52","0.06","358,977,692.52","560,964.00","639.93","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","358,511,784.75","0.06","358,511,784.75","1,415,085.00","253.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","353,735,766.21","0.06","353,735,766.21","6,465,651.00","54.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","352,853,882.08","0.06","352,853,882.08","2,203,684.00","160.12","United States","NASDAQ","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","352,079,660.42","0.06","352,079,660.42","3,659,111.00","96.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","351,390,218.19","0.06","351,390,218.19","2,849,649.00","123.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","348,863,012.54","0.06","348,863,012.54","1,822,786.00","191.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","345,557,328.64","0.06","345,557,328.64","1,946,144.00","177.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","343,040,348.25","0.06","343,040,348.25","1,025,685.00","334.45","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","343,085,688.66","0.06","343,085,688.66","1,801,826.00","190.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","340,683,213.00","0.06","340,683,213.00","1,666,340.00","204.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","336,254,170.62","0.06","336,254,170.62","5,127,389.00","65.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","333,313,123.22","0.06","333,313,123.22","3,445,453.00","96.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","332,400,103.20","0.06","332,400,103.20","2,286,108.00","145.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","329,892,689.15","0.06","329,892,689.15","2,430,865.00","135.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","328,393,766.40","0.06","328,393,766.40","7,924,560.00","41.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","324,852,105.00","0.06","324,852,105.00","4,903,428.00","66.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","323,926,756.00","0.06","323,926,756.00","1,372,571.00","236.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","322,188,567.24","0.06","322,188,567.24","6,265,822.00","51.42","United States","NASDAQ","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","318,261,510.06","0.06","318,261,510.06","3,383,601.00","94.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","318,093,183.08","0.06","318,093,183.08","2,754,292.00","115.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","314,818,010.62","0.06","314,818,010.62","2,163,103.00","145.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","310,462,826.63","0.06","310,462,826.63","2,783,671.00","111.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","309,992,220.72","0.05","309,992,220.72","6,308,348.00","49.14","United States","NASDAQ","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","309,235,637.04","0.05","309,235,637.04","3,165,803.00","97.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","308,758,096.24","0.05","308,758,096.24","2,028,101.00","152.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","308,463,536.42","0.05","308,463,536.42","8,659,841.00","35.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","306,396,417.51","0.05","306,396,417.51","3,858,411.00","79.41","United States","NASDAQ","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","303,075,080.42","0.05","303,075,080.42","1,656,329.00","182.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
